,OddsH,OddsD,OddsA
1757,1.61,3.25,5.5
1758,1.66,3.2,5.0
1759,1.66,4.0,5.0
1760,1.61,3.6,5.0
1761,1.57,3.5,5.0
1762,1.85,3.6,4.5
1763,1.72,3.3,5.0
1764,1.66,3.4,5.5
1765,1.62,3.8,5.5
1766,1.73,3.5,5.0
1767,1.66,3.4,4.5
1768,1.5,3.6,5.5
1769,1.73,3.4,5.25
1770,1.8,3.5,4.5
1771,1.72,3.4,5.0
1772,1.8,3.4,4.5
1773,1.67,3.5,5.5
1774,1.72,3.3,5.0
1775,1.8,3.3,4.75
1776,1.72,3.1,5.5
1777,1.61,3.6,5.5
1778,1.8,3.2,4.75
1779,1.73,3.7,4.6
1780,1.75,3.4,4.75
1781,1.62,3.6,5.5
1782,1.55,4.33,5.25
1783,1.57,3.8,5.5
1784,1.72,3.0,5.0
1785,1.8,3.5,4.75
1786,1.75,3.75,4.75
1787,1.75,3.4,5.0
1788,1.9,2.8,5.0
1789,1.8,3.5,4.75
1790,1.65,3.8,5.5
1791,1.72,3.2,4.5
1792,1.75,3.7,5.5
1793,1.72,3.4,5.0
1794,1.57,4.33,5.0
1795,1.73,3.9,5.25
1796,1.83,3.1,4.75
1797,1.67,3.5,5.5
1798,1.91,3.1,4.5
1799,1.6,4.6,4.75
1800,1.72,3.4,5.0
1801,1.9,3.1,4.5
1802,1.61,3.25,5.0
1803,1.67,3.8,5.0
1804,1.75,3.8,5.25
1805,1.75,3.6,4.75
1806,1.8,3.5,4.5
1807,1.7,3.8,4.75
1808,1.8,3.75,5.0
1809,1.8,3.5,4.5
1810,1.66,3.2,5.0
1811,1.83,3.4,4.5
1812,1.66,3.4,4.5
1813,1.75,3.0,4.75
1814,1.72,3.6,4.75
1815,1.66,3.75,5.25
1816,1.62,3.8,5.5
1817,1.7,3.5,4.5
1818,1.72,3.5,5.0
1819,1.8,3.6,4.5
1820,1.83,3.25,4.75
1821,1.8,3.39,5.0
1822,1.8,3.5,4.5
1823,1.67,3.75,5.0
1824,1.67,4.0,5.0
1825,1.7,3.6,5.0
1826,1.62,3.75,5.5
1827,1.62,3.75,5.5
1828,1.66,3.4,4.5
1829,1.62,4.0,5.25
1830,1.66,3.4,5.5
1831,1.57,3.4,5.5
1832,1.62,4.1,5.0
1833,1.7,3.6,5.0
1834,1.72,3.6,5.25
1835,1.53,4.0,5.25
1836,1.83,3.2,5.0
1837,1.72,3.6,4.75
1838,1.9,2.9,5.0
1839,1.73,4.0,4.5
1840,1.75,3.25,5.5
1841,1.62,3.75,5.5
1842,1.73,3.25,5.5
1843,1.8,3.1,5.5
1844,1.91,3.5,4.6
1845,1.53,3.4,5.5
1846,1.72,3.6,5.0
1847,1.83,3.0,5.0
1848,1.66,3.2,5.0
1849,1.8,3.5,4.5
1850,1.62,4.0,5.5
1851,1.66,3.4,5.5
1852,1.83,3.25,4.5
1853,1.73,3.75,5.0
1854,1.67,3.75,5.5
1855,1.62,3.75,5.5
1856,1.73,3.5,5.0
1857,1.75,3.8,5.25
1858,1.8,3.6,4.5
1859,1.8,3.4,5.0
1860,1.72,4.0,4.5
1861,1.65,3.6,5.5
1862,1.53,3.6,5.5
1863,1.67,4.0,5.0
1864,1.67,3.5,5.5
1865,1.91,3.2,4.5
1866,1.65,4.0,4.75
1867,1.91,3.1,4.5
1868,1.83,3.6,4.5
1869,1.6,4.09,5.0
1870,1.61,3.6,5.5
1871,1.73,3.6,5.0
1872,1.8,3.1,5.0
1873,1.75,4.0,5.0
1874,1.8,3.5,4.75
1875,1.66,3.6,5.0
1876,1.72,3.4,5.0
1877,1.72,2.9,5.0
1878,1.7,3.4,5.5
1879,1.53,3.5,5.5
1880,1.83,3.6,4.5
1881,2.1,2.63,4.75
1882,1.67,3.5,5.5
1883,1.62,4.0,5.5
1884,1.85,3.2,4.5
1885,1.67,3.5,5.5
1886,1.8,3.1,4.75
1887,1.6,4.2,5.25
1888,1.75,3.4,5.0
1889,2.0,2.9,4.5
1890,1.61,3.5,5.0
1891,1.75,3.6,5.0
1892,1.7,4.2,4.5
1893,1.8,3.1,5.0
1894,1.73,3.4,5.25
1895,1.72,3.0,4.5
1896,1.57,3.4,5.5
1897,1.83,3.0,5.0
1898,1.73,3.6,5.0
1899,1.8,3.3,4.75
1900,1.73,3.7,4.6
1901,1.73,3.8,4.75
1902,1.8,3.1,5.0
1903,1.8,3.4,4.75
1904,1.72,3.3,5.5
1905,1.62,4.0,5.0
1906,1.72,3.3,5.0
1907,1.65,3.6,5.0
1908,1.62,4.1,5.0
1909,1.67,3.6,5.5
1910,1.91,3.5,4.75
1911,1.66,3.2,5.0
1912,1.83,3.5,4.5
1913,1.75,3.8,5.25
1914,1.57,4.1,5.5
1915,1.67,3.5,5.5
1916,1.66,3.4,5.5
1917,1.5,3.6,5.5
1918,1.8,3.5,4.75
1919,1.91,3.3,4.5
1920,2.1,2.75,4.5
1921,1.8,3.5,4.5
1922,1.83,3.4,4.5
1923,1.62,3.8,5.5
1924,1.8,3.3,4.5
1925,1.72,3.79,4.75
1926,1.75,3.3,5.25
1927,1.7,4.0,5.25
1928,1.83,3.6,4.75
1929,1.9,3.0,4.5
1930,1.9,3.2,4.75
1931,1.61,4.0,5.5
1932,1.75,3.5,5.0
1933,1.65,3.6,5.5
1934,1.8,3.4,4.75
1935,1.85,3.2,4.75
1936,1.75,3.2,4.5
1937,1.66,3.2,5.0
1938,1.75,3.6,4.6
1939,1.83,3.4,4.5
1940,1.83,2.87,4.5
1941,1.72,3.2,5.5
1942,1.66,3.6,5.0
1943,1.75,3.6,5.0
1944,1.75,3.75,4.5
1945,1.7,3.2,4.75
1946,1.8,3.6,4.5
1947,1.72,3.0,5.0
1948,1.91,3.1,4.6
1949,1.62,3.75,5.5
1950,1.85,3.3,4.5
1951,1.67,4.0,5.0
1952,1.83,3.3,4.75
1953,1.66,3.4,5.5
1954,1.8,3.25,5.0
1955,1.67,3.5,5.25
1956,1.57,4.0,5.5
1957,1.75,3.4,5.0
1958,1.9,3.1,4.5
1959,1.57,3.25,5.5
1960,1.8,3.6,4.5
1961,1.67,4.2,4.75
1962,1.73,3.5,5.0
1963,1.62,3.75,5.5
1964,1.61,3.2,5.5
1965,1.85,3.1,5.0
1966,1.83,3.25,4.75
1967,1.57,3.25,5.5
1968,1.8,3.4,4.75
1969,1.7,3.8,5.0
1970,1.73,3.75,4.75
1971,1.8,3.75,5.0
1972,1.73,3.75,4.5
1973,1.73,3.9,5.25
1974,1.75,3.75,4.75
1975,1.75,3.4,4.75
1976,1.61,3.6,5.5
1977,1.91,3.3,4.5
1978,1.62,4.2,4.75
1979,1.62,3.75,5.5
1980,1.85,3.25,5.0
1981,1.72,3.4,5.0
1982,1.8,3.7,4.5
1983,1.62,4.0,5.0
1984,1.8,3.5,4.5
1985,1.83,3.7,4.8
1986,1.62,3.8,5.5
1987,1.83,3.4,4.75
1988,1.73,3.75,5.5
1989,1.8,3.25,5.0
1990,1.95,2.9,4.75
1991,1.75,3.5,4.75
1992,1.83,3.25,4.5
1993,1.62,3.8,5.5
1994,1.75,3.6,4.75
1995,1.83,3.25,4.5
1996,1.62,4.2,4.75
1997,1.8,3.3,4.5
1998,1.7,3.75,5.0
1999,1.61,3.75,5.5
2000,1.8,3.3,4.75
2001,1.61,3.2,5.5
2002,1.8,3.5,4.75
2003,1.67,3.5,5.5
2004,1.75,3.6,4.6
2005,1.57,3.75,5.5
2006,1.83,3.1,4.75
2007,1.67,3.75,5.5
2008,1.83,3.25,4.5
2009,1.75,3.75,4.5
2010,1.8,3.3,4.5
2011,1.7,3.75,4.75
2012,1.8,3.5,4.75
2013,1.95,3.4,4.5
2014,1.57,3.3,5.5
2015,1.7,3.4,5.5
2016,1.61,3.3,5.25
2017,1.65,4.2,5.5
2018,1.62,3.8,5.5
2019,1.66,3.6,5.5
2020,1.8,3.5,4.5
2021,1.67,3.5,5.5
2022,1.75,3.3,5.0
2023,1.65,3.6,5.5
2024,1.62,3.75,5.5
2025,1.83,3.5,4.5
2026,1.62,4.33,5.0
2027,1.75,3.3,5.25
2028,1.8,3.5,4.75
2029,1.62,4.0,5.0
2030,1.61,3.75,5.5
2031,1.62,3.75,5.5
2032,1.9,3.39,4.75
2033,1.72,3.1,5.5
2034,1.73,3.6,4.75
2035,1.75,3.75,5.25
2036,1.72,3.4,5.0
2037,1.72,3.79,4.75
2038,1.8,3.5,4.5
2039,1.85,3.3,4.5
2040,1.61,3.3,5.0
2041,1.66,3.6,5.5
2042,1.8,3.2,5.0
2043,1.75,3.6,5.0
2044,1.8,3.3,4.5
2045,1.5,4.0,4.5
2046,1.57,3.75,5.5
2047,1.83,3.5,4.5
2048,1.8,3.3,4.5
2049,1.85,3.75,4.5
2050,1.66,3.4,5.5
2051,1.66,3.4,5.5
2052,1.7,3.8,4.75
2053,1.8,3.1,5.0
2054,1.8,3.3,4.5
2055,1.67,3.75,5.0
2056,1.67,3.75,5.5
2057,1.73,3.8,5.5
2058,1.91,3.2,4.75
2059,1.72,3.4,5.0
2060,1.73,3.75,4.5
2061,1.9,3.0,4.5
2062,1.62,3.75,5.5
2063,1.83,3.75,4.75
2064,1.83,3.5,4.5
2065,1.62,3.8,5.5
2066,1.65,3.6,5.25
2067,1.67,3.75,5.5
2068,1.73,3.5,5.0
2069,1.66,3.6,5.0
2070,1.75,3.2,5.5
2071,1.8,3.4,4.5
2072,1.57,4.2,5.25
2073,1.7,3.4,5.5
2074,1.72,3.6,5.5
2075,1.62,3.75,5.5
2076,1.7,3.2,4.75
2077,1.67,3.75,5.5
2078,1.73,3.6,4.75
2079,1.72,3.3,5.5
2080,1.57,4.0,5.5
2081,1.83,3.1,4.75
2082,1.7,3.4,5.5
2083,1.61,3.2,5.5
2084,1.85,3.5,4.5
2085,1.57,3.4,5.5
2086,1.72,3.3,5.0
2087,1.8,3.4,5.0
2088,1.73,3.75,5.5
2089,1.62,3.75,5.5
2090,1.67,3.7,5.5
2091,1.65,3.75,5.25
2092,1.9,3.1,4.5
2093,1.75,3.8,5.25
2094,1.83,2.87,4.5
2095,1.5,3.6,5.5
2096,1.83,3.75,4.75
2097,1.57,4.5,4.75
2098,1.8,3.6,4.5
2099,1.75,3.75,5.25
2100,1.67,3.75,5.5
2101,1.72,3.3,5.0
2102,1.8,3.5,4.5
2103,1.61,3.5,4.5
2104,1.72,3.5,4.75
2105,1.7,3.5,5.25
2106,1.8,3.0,4.5
2107,1.5,3.6,5.5
2108,1.85,3.4,4.75
2109,1.66,3.3,4.5
2110,1.61,3.4,5.0
2111,1.53,3.5,5.5
2112,1.61,3.75,5.5
2113,1.91,3.3,4.5
2114,1.61,3.6,5.5
2115,1.8,3.2,5.0
2116,1.62,4.0,5.25
2117,1.75,3.2,5.5
2118,1.85,3.4,4.75
2119,1.85,3.25,5.0
2120,1.9,3.0,4.5
2121,1.67,3.75,5.5
2122,1.75,3.25,5.5
2123,1.85,3.5,4.5
2124,1.67,3.6,5.25
2125,1.73,3.6,4.75
2126,1.83,2.87,4.5
2127,1.9,3.0,4.5
2128,1.83,3.4,4.75
2129,1.75,3.2,5.5
2130,1.85,3.4,4.75
2131,1.72,3.4,5.0
2132,1.62,4.0,5.5
2133,1.73,3.6,5.25
2134,1.73,3.5,5.0
2135,1.61,3.2,5.5
2136,1.55,3.8,5.5
2137,1.66,3.6,5.0
2138,3.1,1.66,5.0
2139,1.72,3.5,4.75
2140,1.72,3.4,5.0
2141,1.57,3.5,5.25
2142,1.85,3.5,4.5
2143,1.72,3.1,5.0
2144,1.8,3.25,5.0
2145,1.8,3.5,4.5
2146,1.65,3.6,5.5
2147,1.67,3.5,5.5
2148,1.8,3.5,4.5
2149,2.0,2.37,5.0
2150,1.8,3.4,4.5
2151,1.7,4.0,4.5
2152,1.67,3.8,5.0
2153,1.8,3.5,4.5
2154,1.8,3.4,4.75
2155,1.67,3.6,5.25
2156,1.72,3.3,5.0
2157,1.73,3.5,5.0
2158,1.72,3.4,5.0
2159,1.9,3.25,4.5
2160,1.72,3.4,5.0
2161,1.66,3.4,5.5
2162,1.61,3.75,5.5
2163,1.95,3.0,4.5
2164,1.57,3.6,5.0
2165,1.67,3.75,5.0
2166,1.67,4.0,4.75
2167,1.66,4.0,5.0
2168,1.8,3.4,4.75
2169,1.61,3.25,5.0
2170,1.66,3.4,5.5
2171,1.73,3.8,5.5
2172,1.61,3.4,5.0
2173,1.8,3.1,5.25
2174,1.66,3.25,4.5
2175,1.8,3.1,5.0
2176,1.66,3.4,5.5
2177,1.75,3.6,4.75
2178,1.72,3.3,5.0
2179,1.62,4.0,5.5
2180,1.83,3.25,4.75
2181,1.85,3.3,4.75
2182,1.61,3.25,5.0
2183,1.7,3.5,5.25
2184,1.73,3.3,5.5
2185,1.83,3.1,5.0
2186,1.72,3.4,5.0
2187,1.8,3.5,4.5
2188,1.8,3.1,5.0
2189,1.83,3.7,4.75
2190,1.73,3.8,4.5
2191,1.8,3.2,5.0
2192,1.62,3.9,5.25
2193,1.66,3.3,4.75
2194,1.75,3.6,5.0
2195,1.73,3.75,4.5
2196,1.7,3.6,5.5
2197,1.8,3.3,4.5
2198,1.75,3.25,5.25
2199,1.73,3.6,4.75
2200,1.62,3.75,5.5
2201,1.8,3.3,4.75
2202,1.85,3.5,4.5
2203,1.73,3.75,4.5
2204,1.83,3.25,4.5
2205,1.83,3.4,4.5
2206,1.91,3.3,4.5
2207,1.8,3.5,4.5
2208,1.72,3.6,5.25
2209,1.7,3.8,5.0
2210,1.61,3.6,4.5
2211,1.62,4.0,5.0
2212,1.73,3.8,4.75
2213,1.75,3.6,5.0
2214,1.75,3.4,5.0
2215,1.67,3.75,5.5
2216,1.57,4.2,5.25
2217,1.61,3.5,4.5
2218,1.53,3.6,5.5
2219,1.72,3.4,5.0
2220,1.85,3.75,4.5
2221,1.57,4.2,5.25
2222,1.64,4.2,5.0
2223,1.9,3.1,4.5
2224,1.57,3.6,5.5
2225,1.75,3.4,5.0
2226,1.8,3.3,4.75
2227,1.72,3.0,5.0
2228,1.91,3.3,4.5
2229,1.8,3.5,4.5
2230,1.67,3.75,5.0
2231,1.8,3.25,4.75
2232,1.62,4.0,5.0
2233,1.61,3.6,5.5
2234,1.62,4.0,5.25
2235,1.61,3.6,5.0
2236,2.6,2.1,5.0
2237,1.67,3.6,5.25
2238,1.9,3.0,4.75
2239,1.75,3.2,5.25
2240,1.67,3.75,5.0
2241,1.57,3.8,5.5
2242,1.72,3.3,5.5
2243,1.85,3.39,4.75
2244,1.72,3.0,5.0
2245,1.73,3.75,4.5
2246,1.72,3.6,4.75
2247,1.66,3.6,5.0
2248,1.66,3.5,5.5
2249,1.67,3.75,5.0
2250,1.73,3.4,5.5
2251,1.62,4.2,4.75
2252,1.73,3.6,5.25
2253,1.73,3.75,4.5
2254,1.75,3.6,4.5
2255,1.75,3.8,5.25
2256,1.66,3.4,5.5
2257,2.25,2.5,4.5
2258,1.72,3.4,5.0
2259,1.53,4.75,5.25
2260,1.75,3.4,5.0
2261,1.85,3.8,4.5
2262,1.95,2.87,4.5
2263,1.83,3.1,5.0
2264,1.53,3.5,5.5
2265,1.8,3.3,4.75
2266,1.91,3.3,4.5
2267,1.62,3.8,5.5
2268,1.8,3.39,5.0
2269,1.72,3.5,5.0
2270,1.83,3.5,4.5
2271,1.8,3.6,4.6
2272,1.83,3.4,4.75
2273,1.75,3.5,4.75
2274,1.7,4.0,5.5
2275,2.0,2.9,4.5
2276,1.8,3.4,4.75
2277,1.72,3.79,4.75
2278,1.73,3.5,5.0
2279,1.73,3.5,5.0
2280,1.6,3.4,5.0
2281,1.7,3.5,5.25
2282,1.62,3.75,5.5
2283,1.67,3.5,5.5
2284,1.73,3.6,4.75
2285,1.5,3.6,5.5
2286,1.75,3.75,4.5
2287,1.8,3.3,4.75
2288,1.75,3.75,4.75
2289,1.72,3.4,5.25
2290,1.83,3.5,4.5
2291,1.95,3.0,4.5
2292,1.66,3.5,5.5
2293,1.73,3.9,5.25
2294,1.75,3.5,5.0
2295,1.83,3.4,4.5
2296,1.62,3.75,5.5
2297,1.75,3.6,5.0
2298,1.66,3.4,5.5
2299,1.75,3.6,5.0
2300,1.67,3.75,5.5
2301,1.7,3.5,4.5
2302,1.61,3.2,5.5
2303,1.67,3.75,5.0
2304,1.75,3.4,5.0
2305,1.75,3.6,4.75
2306,1.83,3.6,4.5
2307,1.85,3.4,4.5
2308,1.8,3.2,5.0
2309,1.67,3.5,5.5
2310,1.72,3.0,5.0
2311,1.8,3.6,4.5
2312,1.73,3.75,5.0
2313,1.83,3.4,4.5
2314,1.67,3.75,5.5
2315,1.67,3.7,5.0
2316,1.91,3.6,4.5
2317,1.67,3.75,5.0
2318,1.7,3.79,5.0
2319,1.67,3.75,5.5
2320,1.67,3.75,5.5
2321,1.62,4.0,5.25
2322,1.72,3.4,4.5
2323,1.66,3.2,5.0
2324,1.8,3.2,5.0
2325,1.53,4.33,5.5
2326,1.85,3.5,4.5
2327,1.61,3.2,5.5
2328,1.61,3.4,5.0
2329,1.75,3.75,5.25
2330,1.75,3.5,4.75
2331,1.75,3.5,5.25
2332,1.8,3.5,4.5
2333,1.8,3.8,4.75
2334,1.8,3.5,4.5
2335,1.73,3.6,4.75
2336,1.55,4.5,5.5
2337,1.7,3.8,4.75
2338,1.61,4.33,5.0
2339,1.95,3.0,4.5
2340,1.62,4.1,5.0
2341,1.61,3.75,5.5
2342,1.85,3.3,4.75
2343,1.57,3.4,5.5
2344,1.75,3.6,4.75
2345,1.61,3.6,5.5
2346,1.83,3.5,4.5
2347,1.57,3.5,5.25
2348,1.8,3.4,4.75
2349,1.73,3.6,4.75
2350,1.73,3.6,5.0
2351,1.66,3.2,5.0
2352,1.85,3.5,4.5
2353,1.67,3.8,5.0
2354,1.83,3.25,4.75
2355,1.67,3.8,5.25
2356,1.85,3.2,4.75
2357,1.67,3.8,5.25
2358,1.83,3.5,4.5
2359,1.73,3.75,4.75
2360,1.9,3.5,4.75
2361,1.75,3.75,5.25
2362,1.73,3.6,5.25
2363,1.8,3.3,4.75
2364,1.75,3.3,4.5
2365,1.8,3.3,4.5
2366,1.66,3.4,5.5
2367,1.83,3.3,5.0
2368,1.72,3.6,4.75
2369,1.61,3.6,5.5
2370,1.85,3.2,4.75
2371,1.72,3.6,5.25
2372,1.8,3.3,4.5
2373,1.53,3.6,5.0
2374,1.62,3.75,5.5
2375,1.67,3.75,5.5
2376,1.7,3.6,5.0
2377,1.83,3.4,4.5
2378,1.62,4.33,4.75
2379,1.62,4.0,5.5
2380,1.72,3.89,5.25
2381,1.66,3.2,5.0
2382,1.72,3.6,4.75
2383,1.7,3.6,5.0
2384,1.83,3.4,4.5
2385,1.75,3.2,5.25
2386,1.57,4.0,5.5
2387,1.67,3.75,5.5
2388,1.73,3.6,4.75
2389,1.67,3.8,5.0
2390,1.61,3.5,4.5
2391,1.67,3.75,5.5
2392,1.66,3.4,4.5
2393,1.72,3.3,5.0
2394,1.67,3.8,5.0
2395,1.83,3.75,4.75
2396,1.72,2.87,5.0
2397,1.85,3.4,4.75
2398,1.66,3.4,4.5
2399,1.9,3.1,4.5
2400,1.8,3.5,4.75
2401,1.66,3.4,5.5
2402,1.75,3.4,5.0
2403,1.73,3.75,5.0
2404,1.73,3.4,5.25
2405,1.57,4.2,5.25
2406,1.8,3.3,4.75
2407,1.8,3.3,4.5
2408,1.75,3.4,5.5
2409,1.72,3.2,4.5
2410,1.73,3.5,5.0
2411,1.7,3.5,5.25
2412,1.73,3.6,5.25
2413,1.62,4.0,5.25
2414,1.67,3.5,5.5
2415,1.85,3.5,4.5
2416,1.72,3.4,5.0
2417,1.8,4.0,4.5
2418,1.67,3.8,5.0
2419,1.83,3.25,4.75
2420,1.8,3.4,4.75
2421,1.57,4.0,5.5
2422,1.67,3.75,5.0
2423,1.75,3.9,5.0
2424,1.8,3.8,4.75
2425,1.8,3.5,4.75
2426,1.83,3.6,5.0
2427,1.8,3.3,4.5
2428,1.83,3.25,4.5
2429,1.8,3.5,4.75
2430,1.5,3.6,5.5
2431,1.61,3.25,5.0
2432,1.8,3.8,4.75
2433,1.53,3.5,5.5
2434,1.62,4.0,5.0
2435,1.8,3.5,4.5
2436,1.66,3.6,5.0
2437,1.83,3.2,5.0
2438,1.83,3.5,4.5
2439,1.72,3.0,5.0
2440,1.62,4.2,5.25
2441,1.8,3.4,4.5
2442,1.6,4.0,5.25
2443,1.73,3.4,5.25
2444,1.66,3.2,5.0
2445,1.67,3.75,5.25
2446,1.8,3.5,4.5
2447,1.83,3.3,4.75
2448,1.67,4.2,4.75
2449,1.8,3.6,4.75
2450,1.67,3.6,5.5
2451,1.8,3.5,4.75
2452,1.62,3.75,5.5
2453,1.72,3.4,5.25
2454,1.72,3.75,4.5
2455,1.83,3.39,4.75
2456,1.75,3.3,5.25
2457,1.75,3.5,4.75
2458,1.57,4.0,5.5
2459,1.8,3.75,5.0
2460,1.61,4.0,5.5
2461,1.75,3.8,5.25
2462,1.73,3.75,4.5
2463,1.67,3.75,5.5
2464,1.75,3.4,5.25
2465,1.7,3.75,5.0
2466,1.62,3.75,5.5
2467,1.66,3.4,5.5
2468,1.8,3.6,4.5
2469,1.75,3.4,5.0
2470,1.75,3.75,5.25
2471,1.83,3.25,4.75
2472,1.91,3.3,4.5
2473,1.75,3.5,5.25
2474,1.62,4.2,5.25
2475,1.67,3.6,5.25
2476,1.67,4.0,4.75
2477,1.72,3.5,5.0
2478,1.6,4.0,5.5
2479,1.66,3.6,5.0
2480,1.67,3.8,5.0
2481,1.83,3.4,4.5
2482,1.61,3.5,4.5
2483,1.8,3.3,4.5
2484,1.66,3.6,5.5
2485,1.57,4.0,5.5
2486,1.73,3.75,4.5
2487,1.67,3.6,5.25
2488,1.83,3.6,4.5
2489,1.75,3.5,5.25
2490,1.83,3.4,4.5
2491,1.66,3.6,5.5
2492,1.73,3.75,4.5
2493,1.44,4.0,5.5
2494,1.61,4.0,5.5
2495,1.66,3.4,5.5
2496,1.83,3.4,4.5
2497,1.83,3.5,4.5
2498,1.57,4.0,5.5
2499,1.8,2.7,5.0
2500,1.61,3.6,5.5
2501,1.62,3.75,5.5
2502,1.95,3.5,4.5
2503,1.67,3.6,5.25
2504,1.61,4.2,5.25
2505,2.4,2.0,4.75
2506,1.67,3.8,5.0
2507,1.75,3.5,5.25
2508,1.83,3.4,4.5
2509,1.5,3.75,5.5
2510,1.66,3.4,4.5
2511,1.66,3.4,4.5
2512,1.9,3.2,4.5
2513,1.6,4.2,5.5
2514,1.67,3.75,5.0
2515,1.66,3.6,5.5
2516,1.7,4.0,5.5
2517,1.61,3.4,5.0
2518,1.9,3.29,4.5
2519,1.72,3.5,5.0
2520,1.8,3.3,4.75
2521,1.57,4.0,5.5
2522,1.85,3.1,5.0
2523,1.66,3.2,5.0
2524,1.72,3.0,5.0
2525,1.57,3.6,5.0
2526,1.75,3.6,5.0
2527,1.67,3.6,5.5
2528,1.75,3.25,5.0
2529,1.75,3.4,5.0
2530,1.67,3.75,5.5
2531,1.75,3.6,5.0
2532,1.62,3.75,5.5
2533,1.83,3.6,4.5
2534,1.57,3.4,5.5
2535,1.55,4.2,5.5
2536,1.55,4.2,5.5
2537,1.61,3.2,5.5
2538,1.62,4.0,5.5
2539,1.72,3.5,5.0
2540,1.67,3.75,5.5
2541,1.67,3.75,5.0
2542,1.66,3.75,5.5
2543,1.67,3.6,5.25
2544,1.73,3.8,4.5
2545,1.7,3.5,5.0
2546,1.61,3.6,5.0
2547,1.67,3.6,5.5
2548,1.83,3.25,4.75
2549,1.62,3.75,5.5
2550,1.85,3.2,4.75
2551,1.72,3.3,5.5
2552,1.85,3.39,5.25
2553,1.67,3.8,5.0
2554,1.73,3.3,5.5
2555,1.85,3.3,4.5
2556,1.8,3.6,4.5
2557,1.7,3.79,5.0
2558,1.66,3.25,5.0
2559,1.85,3.25,4.5
2560,1.67,3.75,5.0
2561,1.85,3.8,4.5
2562,1.91,3.6,4.5
2563,1.83,3.3,4.75
2564,1.73,3.5,5.0
2565,1.8,3.6,4.75
2566,1.73,3.6,5.25
2567,1.7,3.6,5.0
2568,1.91,3.5,4.5
2569,1.83,3.5,4.5
2570,1.73,3.9,5.25
2571,1.7,3.8,4.75
2572,1.83,3.4,4.5
2573,1.83,3.1,4.75
2574,1.66,3.6,5.0
2575,1.75,3.79,4.75
2576,1.72,3.3,5.0
2577,1.61,3.25,5.5
2578,1.72,3.79,5.5
2579,1.75,3.8,4.75
2580,1.73,3.5,5.0
2581,1.83,3.2,4.75
2582,1.61,3.75,5.5
2583,1.83,3.4,4.5
2584,1.73,3.4,5.5
2585,1.72,3.6,4.75
2586,1.62,3.5,5.25
2587,1.67,3.5,5.5
2588,1.83,3.2,4.75
2589,1.61,3.2,5.5
2590,1.73,3.6,5.0
2591,1.83,3.6,5.0
2592,1.91,3.5,4.75
2593,1.73,3.6,4.75
2594,1.8,3.5,4.5
2595,1.73,3.4,5.25
2596,1.83,3.5,4.5
2597,1.65,3.6,5.5
2598,1.8,3.5,4.5
2599,1.57,4.0,5.5
2600,1.72,3.5,4.75
2601,1.73,3.5,5.0
2602,1.57,4.33,5.0
2603,1.53,3.75,5.0
2604,1.72,4.0,5.0
2605,1.91,3.5,4.75
